OTU ID	taxonomy	Taxon	Taxon Level	Trophic Mode	Guild	Growth Morphology	Trait	Confidence Ranking	Notes	Citation/Source
New.CleanUp.ReferenceOTU588397	uncultured_Plakinidae_sp|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Incertae Sedis;g__Zoopagales;s__uncultured_Plakinidae_sp	-	-	-	-	-	-	-	Unassigned	-
New.CleanUp.ReferenceOTU590191	uncultured_Eimeriidae|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Incertae Sedis;g__Mortierellales;s__uncultured_Eimeriidae	-	-	-	-	-	-	-	Unassigned	-
New.CleanUp.ReferenceOTU597415	Phytopythium_chamaehyphon|p__SAR;c__Stramenopiles;o__Peronosporomycetes;f__Phytopythium;g__Phytopythium chamaehyphon;s__Phytopythium_chamaehyphon	-	-	-	-	-	-	-	Unassigned	-
New.CleanUp.ReferenceOTU620844	uncultured_eukaryote|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Ustilaginomycetes;g__Ustilaginales;s__uncultured_eukaryote	-	-	-	-	-	-	-	Unassigned	-
New.CleanUp.ReferenceOTU626924	uncultured_Eimeriidae|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Incertae Sedis;g__Mortierellales;s__uncultured_Eimeriidae	-	-	-	-	-	-	-	Unassigned	-
New.CleanUp.ReferenceOTU638199	uncultured_Eimeriidae|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Incertae Sedis;g__Mortierellales;s__uncultured_Eimeriidae	-	-	-	-	-	-	-	Unassigned	-
New.CleanUp.ReferenceOTU649390	Sorodiplophrys_stercorea|p__SAR;c__Stramenopiles;o__Labyrinthulomycetes;f__Sorodiplophrys;g__Sorodiplophrys stercorea;s__Sorodiplophrys_stercorea	-	-	-	-	-	-	-	Unassigned	-
New.CleanUp.ReferenceOTU699823	Helotiales_sp_VPRI_42388|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Ascomycota;g__Pezizomycotina;s__Helotiales_sp_VPRI_42388	-	-	-	-	-	-	-	Unassigned	-
New.CleanUp.ReferenceOTU706848	uncultured_eukaryote|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Ustilaginomycetes;g__Ustilaginales;s__uncultured_eukaryote	-	-	-	-	-	-	-	Unassigned	-
New.CleanUp.ReferenceOTU711693	uncultured_marine_picoeukaryote|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Incertae Sedis;g__Paramicrosporidium;s__uncultured_marine_picoeukaryote	-	-	-	-	-	-	-	Unassigned	-
New.CleanUp.ReferenceOTU715080	Diplophrys_sp_ATCC_50360|p__SAR;c__Stramenopiles;o__Labyrinthulomycetes;f__Amphitremida;g__Diplophrys sp. ATCC_50360;s__Diplophrys_sp_ATCC_50360	-	-	-	-	-	-	-	Unassigned	-
New.CleanUp.ReferenceOTU717760	uncultured_eukaryote|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Cryptomycota;g__LKM11;s__uncultured_eukaryote	-	-	-	-	-	-	-	Unassigned	-
New.CleanUp.ReferenceOTU730875	uncultured_fungus|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Chytridiomycetes;g__Chytridiales;s__uncultured_fungus	-	-	-	-	-	-	-	Unassigned	-
New.CleanUp.ReferenceOTU741151	uncultured_Eimeriidae|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Incertae Sedis;g__Mortierellales;s__uncultured_Eimeriidae	-	-	-	-	-	-	-	Unassigned	-
New.CleanUp.ReferenceOTU744951	uncultured_Eimeriidae|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__LKM15;g__uncultured Eimeriidae;s__uncultured_Eimeriidae	-	-	-	-	-	-	-	Unassigned	-
New.CleanUp.ReferenceOTU748980	uncultured_Eimeriidae|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Incertae Sedis;g__Mortierellales;s__uncultured_Eimeriidae	-	-	-	-	-	-	-	Unassigned	-
New.CleanUp.ReferenceOTU772859	uncultured_Nucleariidae|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Incertae Sedis;g__Mortierellales;s__uncultured_Nucleariidae	-	-	-	-	-	-	-	Unassigned	-
New.CleanUp.ReferenceOTU783762	uncultured_Eimeriidae|p__SAR;c__Stramenopiles;o__Labyrinthulomycetes;f__Sorodiplophrys;g__uncultured Eimeriidae;s__uncultured_Eimeriidae	-	-	-	-	-	-	-	Unassigned	-
New.CleanUp.ReferenceOTU817973	uncultured_Nucleariidae|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Incertae Sedis;g__Mortierellales;s__uncultured_Nucleariidae	-	-	-	-	-	-	-	Unassigned	-
New.CleanUp.ReferenceOTU819602	Cicer_arietinum_(chickpea)|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Pucciniomycetes;g__Pucciniales;s__Cicer_arietinum_(chickpea)	-	-	-	-	-	-	-	Unassigned	-
New.CleanUp.ReferenceOTU83821	uncultured_fungus|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Chytridiomycetes;g__Chytridiales;s__uncultured_fungus	-	-	-	-	-	-	-	Unassigned	-
New.CleanUp.ReferenceOTU844716	Erythrobasidiales_sp_EJ|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Pucciniomycotina;g__Microbotryomycetes;s__Erythrobasidiales_sp_EJ	-	-	-	-	-	-	-	Unassigned	-
New.CleanUp.ReferenceOTU886916	uncultured_eukaryote|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Incertae Sedis;g__Paramicrosporidium;s__uncultured_eukaryote	-	-	-	-	-	-	-	Unassigned	-
New.CleanUp.ReferenceOTU936297	uncultured_eukaryote|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Cryptomycota;g__LKM11;s__uncultured_eukaryote	-	-	-	-	-	-	-	Unassigned	-
New.CleanUp.ReferenceOTU953107	invertebrate_environmental_sample|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Cryptomycota;g__LKM11;s__invertebrate_environmental_sample	-	-	-	-	-	-	-	Unassigned	-
New.CleanUp.ReferenceOTU960641	uncultured_Eimeriidae|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Chytridiomycetes;g__uncultured;s__uncultured_Eimeriidae	-	-	-	-	-	-	-	Unassigned	-
New.CleanUp.ReferenceOTU976859	uncultured_eukaryote|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Ustilaginomycetes;g__Ustilaginales;s__uncultured_eukaryote	-	-	-	-	-	-	-	Unassigned	-
New.ReferenceOTU1697	uncultured_Tremellaceae|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Ascomycota;g__Amb-18S-784;s__uncultured_Tremellaceae	-	-	-	-	-	-	-	Unassigned	-
New.ReferenceOTU190	unidentified|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Agaricomycotina;g__Agaricomycetes;s__unidentified	-	-	-	-	-	-	-	Unassigned	-
New.ReferenceOTU2784	uncultured_Eimeriidae|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Incertae Sedis;g__Mortierellales;s__uncultured_Eimeriidae	-	-	-	-	-	-	-	Unassigned	-
New.ReferenceOTU2818	uncultured_Nucleariidae|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Incertae Sedis;g__Mortierellales;s__uncultured_Nucleariidae	-	-	-	-	-	-	-	Unassigned	-
New.ReferenceOTU3358	uncultured_Eimeriidae|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Incertae Sedis;g__Mortierellales;s__uncultured_Eimeriidae	-	-	-	-	-	-	-	Unassigned	-
New.ReferenceOTU393	uncultured_Eimeriidae|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Incertae Sedis;g__Mortierellales;s__uncultured_Eimeriidae	-	-	-	-	-	-	-	Unassigned	-
New.ReferenceOTU4874	uncultured_Eimeriidae|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Incertae Sedis;g__Mortierellales;s__uncultured_Eimeriidae	-	-	-	-	-	-	-	Unassigned	-
New.ReferenceOTU5765	uncultured_Chytridiomycota|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Cryptomycota;g__LKM11;s__uncultured_Chytridiomycota	-	-	-	-	-	-	-	Unassigned	-
New.ReferenceOTU609	uncultured_Eimeriidae|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Incertae Sedis;g__Mortierellales;s__uncultured_Eimeriidae	-	-	-	-	-	-	-	Unassigned	-
New.ReferenceOTU6420	Helotiales_sp_VPRI_42388|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Ascomycota;g__Pezizomycotina;s__Helotiales_sp_VPRI_42388	-	-	-	-	-	-	-	Unassigned	-
New.ReferenceOTU6544	uncultured_Eimeriidae|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Incertae Sedis;g__Mortierellales;s__uncultured_Eimeriidae	-	-	-	-	-	-	-	Unassigned	-
New.CleanUp.ReferenceOTU100510	uncultured_Nucleariidae|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Incertae Sedis;g__Mortierellales;s__uncultured_Nucleariidae	-	-	-	-	-	-	-	Unassigned	-
New.CleanUp.ReferenceOTU1007927	uncultured_Tremellaceae|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Ascomycota;g__Amb-18S-784;s__uncultured_Tremellaceae	-	-	-	-	-	-	-	Unassigned	-
New.CleanUp.ReferenceOTU1010047	uncultured_Tremellaceae|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Ascomycota;g__Amb-18S-784;s__uncultured_Tremellaceae	-	-	-	-	-	-	-	Unassigned	-
New.CleanUp.ReferenceOTU1016052	Cicer_arietinum_(chickpea)|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Pucciniomycetes;g__Pucciniales;s__Cicer_arietinum_(chickpea)	-	-	-	-	-	-	-	Unassigned	-
New.CleanUp.ReferenceOTU1025083	uncultured_Eimeriidae|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Incertae Sedis;g__Mortierellales;s__uncultured_Eimeriidae	-	-	-	-	-	-	-	Unassigned	-
New.CleanUp.ReferenceOTU1025281	Cicer_arietinum_(chickpea)|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Pucciniomycetes;g__Pucciniales;s__Cicer_arietinum_(chickpea)	-	-	-	-	-	-	-	Unassigned	-
New.CleanUp.ReferenceOTU1030828	uncultured_Eimeriidae|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Chytridiomycetes;g__uncultured;s__uncultured_Eimeriidae	-	-	-	-	-	-	-	Unassigned	-
New.CleanUp.ReferenceOTU1033240	uncultured_Eimeriidae|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Incertae Sedis;g__Mortierellales;s__uncultured_Eimeriidae	-	-	-	-	-	-	-	Unassigned	-
New.CleanUp.ReferenceOTU1039870	uncultured_Eimeriidae|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Incertae Sedis;g__Mortierellales;s__uncultured_Eimeriidae	-	-	-	-	-	-	-	Unassigned	-
New.CleanUp.ReferenceOTU104285	Sorodiplophrys_stercorea|p__SAR;c__Stramenopiles;o__Labyrinthulomycetes;f__Sorodiplophrys;g__Sorodiplophrys stercorea;s__Sorodiplophrys_stercorea	-	-	-	-	-	-	-	Unassigned	-
New.CleanUp.ReferenceOTU104594	uncultured_Eimeriidae|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Incertae Sedis;g__Endogonales;s__uncultured_Eimeriidae	-	-	-	-	-	-	-	Unassigned	-
New.CleanUp.ReferenceOTU1061332	uncultured_Eimeriidae|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Chytridiomycetes;g__uncultured;s__uncultured_Eimeriidae	-	-	-	-	-	-	-	Unassigned	-
New.CleanUp.ReferenceOTU1061432	uncultured_Nucleariidae|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Incertae Sedis;g__Mortierellales;s__uncultured_Nucleariidae	-	-	-	-	-	-	-	Unassigned	-
New.CleanUp.ReferenceOTU1075128	uncultured_Eimeriidae|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Incertae Sedis;g__Mortierellales;s__uncultured_Eimeriidae	-	-	-	-	-	-	-	Unassigned	-
New.CleanUp.ReferenceOTU1082885	Nephridiophaga_blattellae|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Incertae Sedis;g__Nephridiophaga;s__Nephridiophaga_blattellae	-	-	-	-	-	-	-	Unassigned	-
New.CleanUp.ReferenceOTU1084202	uncultured_Eimeriidae|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Incertae Sedis;g__Mortierellales;s__uncultured_Eimeriidae	-	-	-	-	-	-	-	Unassigned	-
New.CleanUp.ReferenceOTU108986	uncultured_Eimeriidae|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Incertae Sedis;g__Mortierellales;s__uncultured_Eimeriidae	-	-	-	-	-	-	-	Unassigned	-
New.CleanUp.ReferenceOTU1092005	uncultured_Tremellaceae|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Ascomycota;g__Amb-18S-784;s__uncultured_Tremellaceae	-	-	-	-	-	-	-	Unassigned	-
New.CleanUp.ReferenceOTU1093169	Cicer_arietinum_(chickpea)|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Pucciniomycetes;g__Pucciniales;s__Cicer_arietinum_(chickpea)	-	-	-	-	-	-	-	Unassigned	-
New.CleanUp.ReferenceOTU1108337	uncultured_Eimeriidae|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Incertae Sedis;g__Mortierellales;s__uncultured_Eimeriidae	-	-	-	-	-	-	-	Unassigned	-
New.CleanUp.ReferenceOTU1108782	uncultured_eukaryote|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Eurotiomycetes;g__Chaetothyriales;s__uncultured_eukaryote	-	-	-	-	-	-	-	Unassigned	-
New.CleanUp.ReferenceOTU1116247	uncultured_Eimeriidae|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Incertae Sedis;g__Mortierellales;s__uncultured_Eimeriidae	-	-	-	-	-	-	-	Unassigned	-
New.CleanUp.ReferenceOTU1116569	Cicer_arietinum_(chickpea)|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Pucciniomycetes;g__Pucciniales;s__Cicer_arietinum_(chickpea)	-	-	-	-	-	-	-	Unassigned	-
New.CleanUp.ReferenceOTU1121461	uncultured_Eimeriidae|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Incertae Sedis;g__Mortierellales;s__uncultured_Eimeriidae	-	-	-	-	-	-	-	Unassigned	-
New.CleanUp.ReferenceOTU1122132	uncultured_Eimeriidae|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Incertae Sedis;g__Mortierellales;s__uncultured_Eimeriidae	-	-	-	-	-	-	-	Unassigned	-
New.CleanUp.ReferenceOTU1123336	uncultured_Nucleariidae|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Incertae Sedis;g__Mortierellales;s__uncultured_Nucleariidae	-	-	-	-	-	-	-	Unassigned	-
New.CleanUp.ReferenceOTU113510	uncultured_Eimeriidae|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Chytridiomycetes;g__uncultured;s__uncultured_Eimeriidae	-	-	-	-	-	-	-	Unassigned	-
New.CleanUp.ReferenceOTU1136888	Cicer_arietinum_(chickpea)|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Pucciniomycetes;g__Pucciniales;s__Cicer_arietinum_(chickpea)	-	-	-	-	-	-	-	Unassigned	-
New.CleanUp.ReferenceOTU1138780	uncultured_Nucleariidae|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Incertae Sedis;g__Mortierellales;s__uncultured_Nucleariidae	-	-	-	-	-	-	-	Unassigned	-
New.CleanUp.ReferenceOTU1143723	uncultured_Eimeriidae|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Incertae Sedis;g__Mortierellales;s__uncultured_Eimeriidae	-	-	-	-	-	-	-	Unassigned	-
New.CleanUp.ReferenceOTU114424	uncultured_eukaryote|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__LKM15;g__uncultured eukaryote;s__uncultured_eukaryote	-	-	-	-	-	-	-	Unassigned	-
New.CleanUp.ReferenceOTU1147960	uncultured_Tremellaceae|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Ascomycota;g__Amb-18S-784;s__uncultured_Tremellaceae	-	-	-	-	-	-	-	Unassigned	-
New.CleanUp.ReferenceOTU1157539	uncultured_eukaryote|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__LKM15;g__uncultured eukaryote;s__uncultured_eukaryote	-	-	-	-	-	-	-	Unassigned	-
New.CleanUp.ReferenceOTU1163833	uncultured_marine_eukaryote|p__SAR;c__Stramenopiles;o__Labyrinthulomycetes;f__Thraustochytriaceae;g__Aplanochytrium;s__uncultured_marine_eukaryote	-	-	-	-	-	-	-	Unassigned	-
New.CleanUp.ReferenceOTU1168230	Cicer_arietinum_(chickpea)|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Pucciniomycetes;g__Pucciniales;s__Cicer_arietinum_(chickpea)	-	-	-	-	-	-	-	Unassigned	-
New.CleanUp.ReferenceOTU1181551	uncultured_Eimeriidae|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Chytridiomycetes;g__uncultured;s__uncultured_Eimeriidae	-	-	-	-	-	-	-	Unassigned	-
New.CleanUp.ReferenceOTU1181685	uncultured_Eimeriidae|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Incertae Sedis;g__Mortierellales;s__uncultured_Eimeriidae	-	-	-	-	-	-	-	Unassigned	-
New.CleanUp.ReferenceOTU1199439	uncultured_Eimeriidae|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Incertae Sedis;g__Mortierellales;s__uncultured_Eimeriidae	-	-	-	-	-	-	-	Unassigned	-
New.CleanUp.ReferenceOTU1200160	uncultured_Tremellaceae|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Ascomycota;g__Amb-18S-784;s__uncultured_Tremellaceae	-	-	-	-	-	-	-	Unassigned	-
New.CleanUp.ReferenceOTU120190	uncultured_Eimeriidae|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Chytridiomycetes;g__uncultured;s__uncultured_Eimeriidae	-	-	-	-	-	-	-	Unassigned	-
New.CleanUp.ReferenceOTU1206544	uncultured_Eimeriidae|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Incertae Sedis;g__Mortierellales;s__uncultured_Eimeriidae	-	-	-	-	-	-	-	Unassigned	-
New.CleanUp.ReferenceOTU121595	Cicer_arietinum_(chickpea)|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Pucciniomycetes;g__Pucciniales;s__Cicer_arietinum_(chickpea)	-	-	-	-	-	-	-	Unassigned	-
New.CleanUp.ReferenceOTU1216188	uncultured_Eimeriidae|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Incertae Sedis;g__Mortierellales;s__uncultured_Eimeriidae	-	-	-	-	-	-	-	Unassigned	-
New.CleanUp.ReferenceOTU1229150	uncultured_Tremellaceae|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Ascomycota;g__Amb-18S-784;s__uncultured_Tremellaceae	-	-	-	-	-	-	-	Unassigned	-
New.CleanUp.ReferenceOTU1233317	uncultured_eukaryote|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Cryptomycota;g__LKM11;s__uncultured_eukaryote	-	-	-	-	-	-	-	Unassigned	-
New.CleanUp.ReferenceOTU12358	Cicer_arietinum_(chickpea)|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Pucciniomycetes;g__Pucciniales;s__Cicer_arietinum_(chickpea)	-	-	-	-	-	-	-	Unassigned	-
New.CleanUp.ReferenceOTU1235873	uncultured_eukaryote|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__LKM15;g__uncultured eukaryote;s__uncultured_eukaryote	-	-	-	-	-	-	-	Unassigned	-
New.CleanUp.ReferenceOTU1238332	Leptolegnia_sp|p__SAR;c__Stramenopiles;o__Peronosporomycetes;f__Leptolegnia;g__Leptolegnia sp.;s__Leptolegnia_sp	-	-	-	-	-	-	-	Unassigned	-
New.CleanUp.ReferenceOTU1241364	uncultured_Nucleariidae|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Incertae Sedis;g__Mortierellales;s__uncultured_Nucleariidae	-	-	-	-	-	-	-	Unassigned	-
New.CleanUp.ReferenceOTU1241441	Diplophrys_sp_ATCC_50360|p__SAR;c__Stramenopiles;o__Labyrinthulomycetes;f__Amphitremida;g__Diplophrys sp. ATCC_50360;s__Diplophrys_sp_ATCC_50360	-	-	-	-	-	-	-	Unassigned	-
New.CleanUp.ReferenceOTU1242503	uncultured_Chytridiomycota|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Chytridiomycetes;g__uncultured;s__uncultured_Chytridiomycota	-	-	-	-	-	-	-	Unassigned	-
New.CleanUp.ReferenceOTU1257352	Lagenidium_giganteum|p__SAR;c__Stramenopiles;o__Peronosporomycetes;f__Lagenidium;g__Lagenidium giganteum;s__Lagenidium_giganteum	-	-	-	-	-	-	-	Unassigned	-
New.CleanUp.ReferenceOTU1262388	uncultured_Eimeriidae|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Incertae Sedis;g__Mortierellales;s__uncultured_Eimeriidae	-	-	-	-	-	-	-	Unassigned	-
New.CleanUp.ReferenceOTU1265697	uncultured_Nucleariidae|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Incertae Sedis;g__Mortierellales;s__uncultured_Nucleariidae	-	-	-	-	-	-	-	Unassigned	-
New.CleanUp.ReferenceOTU1270197	uncultured_eukaryote|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__LKM15;g__uncultured eukaryote;s__uncultured_eukaryote	-	-	-	-	-	-	-	Unassigned	-
New.CleanUp.ReferenceOTU1273401	uncultured_eukaryote|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__LKM15;g__uncultured eukaryote;s__uncultured_eukaryote	-	-	-	-	-	-	-	Unassigned	-
New.CleanUp.ReferenceOTU1276952	uncultured_Eimeriidae|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Chytridiomycetes;g__uncultured;s__uncultured_Eimeriidae	-	-	-	-	-	-	-	Unassigned	-
New.CleanUp.ReferenceOTU1285584	Strobiloscypha_keliae|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Incertae Sedis;g__Strobiloscypha;s__Strobiloscypha_keliae	-	-	-	-	-	-	-	Unassigned	-
New.CleanUp.ReferenceOTU1292594	uncultured_Eimeriidae|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Incertae Sedis;g__Mortierellales;s__uncultured_Eimeriidae	-	-	-	-	-	-	-	Unassigned	-
New.CleanUp.ReferenceOTU1304080	uncultured_Eimeriidae|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Incertae Sedis;g__Mortierellales;s__uncultured_Eimeriidae	-	-	-	-	-	-	-	Unassigned	-
New.CleanUp.ReferenceOTU1304421	Cicer_arietinum_(chickpea)|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Pucciniomycetes;g__Pucciniales;s__Cicer_arietinum_(chickpea)	-	-	-	-	-	-	-	Unassigned	-
New.CleanUp.ReferenceOTU1309794	Cicer_arietinum_(chickpea)|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Pucciniomycetes;g__Pucciniales;s__Cicer_arietinum_(chickpea)	-	-	-	-	-	-	-	Unassigned	-
New.CleanUp.ReferenceOTU1310571	uncultured_Nucleariidae|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Incertae Sedis;g__Mortierellales;s__uncultured_Nucleariidae	-	-	-	-	-	-	-	Unassigned	-
New.CleanUp.ReferenceOTU1315887	Cicer_arietinum_(chickpea)|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Pucciniomycetes;g__Pucciniales;s__Cicer_arietinum_(chickpea)	-	-	-	-	-	-	-	Unassigned	-
New.CleanUp.ReferenceOTU1342304	uncultured_Chytridiomycota|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Rhizophydiales;g__uncultured;s__uncultured_Chytridiomycota	-	-	-	-	-	-	-	Unassigned	-
New.CleanUp.ReferenceOTU134585	uncultured_Eimeriidae|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Chytridiomycetes;g__uncultured;s__uncultured_Eimeriidae	-	-	-	-	-	-	-	Unassigned	-
New.CleanUp.ReferenceOTU1348475	uncultured_eukaryote|p__SAR;c__Stramenopiles;o__Peronosporomycetes;f__uncultured eukaryote;g__uncultured eukaryote;s__uncultured_eukaryote	-	-	-	-	-	-	-	Unassigned	-
New.CleanUp.ReferenceOTU1363522	Cicer_arietinum_(chickpea)|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Pucciniomycetes;g__Pucciniales;s__Cicer_arietinum_(chickpea)	-	-	-	-	-	-	-	Unassigned	-
New.CleanUp.ReferenceOTU1368615	Oryza_sativa_Indica_Group_(long-grained_rice)|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Pucciniomycotina;g__Microbotryomycetes;s__Oryza_sativa_Indica_Group_(long-grained_rice)	-	-	-	-	-	-	-	Unassigned	-
New.CleanUp.ReferenceOTU1371935	uncultured_Tremellaceae|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Ascomycota;g__Amb-18S-784;s__uncultured_Tremellaceae	-	-	-	-	-	-	-	Unassigned	-
New.CleanUp.ReferenceOTU1378830	uncultured_Nucleariidae|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Incertae Sedis;g__Mortierellales;s__uncultured_Nucleariidae	-	-	-	-	-	-	-	Unassigned	-
New.CleanUp.ReferenceOTU1390216	Slooffia_cresolica|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Pucciniomycotina;g__Microbotryomycetes;s__Slooffia_cresolica	-	-	-	-	-	-	-	Unassigned	-
New.CleanUp.ReferenceOTU1395687	uncultured_Eimeriidae|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Incertae Sedis;g__Mortierellales;s__uncultured_Eimeriidae	-	-	-	-	-	-	-	Unassigned	-
New.CleanUp.ReferenceOTU1395891	Cicer_arietinum_(chickpea)|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Pucciniomycetes;g__Pucciniales;s__Cicer_arietinum_(chickpea)	-	-	-	-	-	-	-	Unassigned	-
New.CleanUp.ReferenceOTU1395945	Cicer_arietinum_(chickpea)|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Pucciniomycetes;g__Pucciniales;s__Cicer_arietinum_(chickpea)	-	-	-	-	-	-	-	Unassigned	-
New.CleanUp.ReferenceOTU1405386	uncultured_Eimeriidae|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Incertae Sedis;g__Mortierellales;s__uncultured_Eimeriidae	-	-	-	-	-	-	-	Unassigned	-
New.CleanUp.ReferenceOTU1406488	Cicer_arietinum_(chickpea)|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Pucciniomycetes;g__Pucciniales;s__Cicer_arietinum_(chickpea)	-	-	-	-	-	-	-	Unassigned	-
New.CleanUp.ReferenceOTU1407969	uncultured_Nucleariidae|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Incertae Sedis;g__Mortierellales;s__uncultured_Nucleariidae	-	-	-	-	-	-	-	Unassigned	-
New.CleanUp.ReferenceOTU1410733	uncultured_Eimeriidae|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Incertae Sedis;g__Mortierellales;s__uncultured_Eimeriidae	-	-	-	-	-	-	-	Unassigned	-
New.CleanUp.ReferenceOTU1428560	uncultured_Eimeriidae|p__Opisthokonta;c__Nucletmycea;o__Fungi;f__Incertae Sedis;g__Mortierellales;s__uncultured_Eimeriidae	-	-	-	-	-	-	-	Unassigned	-
